transcript_id,transcript_position,score
tx_id_0,0,0.08814392379345827
tx_id_0,10,0.7885061564034617
tx_id_0,20,0.8535363389720492
tx_id_0,30,0.7690866208848879
tx_id_0,40,0.22595931282643775
tx_id_0,50,0.12468865396817258
tx_id_0,60,0.06992029164093258
tx_id_0,70,0.009841214545891444
tx_id_0,80,0.033194985995516034
tx_id_0,90,0.1860279279537526
tx_id_0,100,0.01604657085406795
tx_id_0,110,0.03480686879512784
tx_id_0,120,0.4570788715344227
tx_id_0,130,0.09230383382141898
tx_id_0,140,0.14620666345847508
tx_id_0,150,0.21054564898232006
tx_id_0,160,0.3690387205472164
tx_id_0,170,0.07304585437845453
tx_id_0,180,0.8726065632520602
tx_id_0,190,0.12471296747624518
tx_id_0,200,0.3666791316503558
tx_id_0,210,0.7351770503892536
tx_id_0,220,0.42276228400506694
tx_id_0,230,0.23284837947342507
tx_id_0,240,0.8374640615087626
tx_id_0,250,0.26519519752593973
tx_id_0,260,0.16234068875294028
tx_id_0,270,0.14318733077463558
tx_id_0,280,0.10284603997718558
tx_id_0,290,0.11132204517619887
tx_id_0,300,0.5946084319829176
tx_id_0,310,0.7069641752656578
tx_id_0,320,0.42326527110895795
tx_id_0,330,0.32263148533362396
tx_id_0,340,0.03096652651301056
tx_id_0,350,0.3725061885099813
tx_id_0,360,0.4751280034342219
tx_id_0,370,0.3113380651842268
tx_id_0,380,0.29759022867575313
tx_id_0,390,0.7263075431907666
tx_id_0,400,0.010927713142334186
tx_id_0,410,0.035765894509481796
tx_id_0,420,0.07392128570237068
tx_id_0,430,0.18914300502774298
tx_id_0,440,0.8830555162057062
tx_id_0,450,0.7265265287093797
tx_id_0,460,0.09104652995764753
tx_id_0,470,0.026424282310423052
tx_id_0,480,0.3053946551494349
tx_id_0,490,0.30906407960090737
tx_id_0,500,0.814191375091348
tx_id_0,510,0.8903323370204638
tx_id_0,520,0.06696021315622733
tx_id_0,530,0.28135546195800815
tx_id_0,540,0.07103727484917535
tx_id_0,550,0.1486990044366669
tx_id_0,560,0.2223542405538873
tx_id_0,570,0.030708662390770764
tx_id_0,580,0.32047428427700636
tx_id_0,590,0.015446242297131351
tx_id_0,600,0.0267611188890534
tx_id_0,610,0.2946723575315848
tx_id_0,620,0.06395247557510707
tx_id_0,630,0.3509196874883427
tx_id_0,640,0.4221874456857734
tx_id_0,650,0.743277743923862
tx_id_0,660,0.22113019640127468
tx_id_0,670,0.8670540544711511
tx_id_0,680,0.7497911914592599
tx_id_0,690,0.6944984090154787
tx_id_0,700,0.37098962493141524
tx_id_0,710,0.4075383622677409
tx_id_0,720,0.214386477905478
tx_id_0,730,0.07151195793551791
tx_id_0,740,0.31341882464411075
tx_id_0,750,0.5153598355055253
tx_id_0,760,0.5313496887146151
tx_id_0,770,0.6370581881082014
tx_id_0,780,0.14639882600077606
tx_id_0,790,0.8455866036196992
tx_id_0,800,0.27311931754134866
tx_id_0,810,0.1293894738458137
tx_id_0,820,0.2395579796041184
tx_id_0,830,0.03835274954102815
tx_id_0,840,0.03989463580839757
tx_id_0,850,0.6476179248288122
tx_id_0,860,0.49331305214777116
tx_id_0,870,0.8283700126324309
tx_id_0,880,0.5545466127216068
tx_id_0,890,0.23348293691658448
tx_id_0,900,0.11808360367616168
tx_id_0,910,0.03431994614626863
tx_id_0,920,0.6615926770430988
tx_id_0,930,0.1818857727648053
tx_id_0,940,0.5371149963176942
tx_id_0,950,0.012667695011681756
tx_id_0,960,0.8305665753746558
tx_id_0,970,0.46374599655880233
tx_id_0,980,0.05707222321732357
tx_id_0,990,0.2543984969592895
tx_id_0,1000,0.6389049721532029
tx_id_0,1010,0.808738236977704
tx_id_0,1020,0.4515180860846972
tx_id_0,1030,0.2854447720815873
tx_id_0,1040,0.15589364020407967
tx_id_0,1050,0.044430729739282804
tx_id_0,1060,0.46898779903521554
tx_id_0,1070,0.25929267143144696
tx_id_0,1080,0.6523289391390804
tx_id_0,1090,0.8548421206088813
tx_id_0,1100,0.04711110838764853
tx_id_0,1110,0.6585006422982623
tx_id_0,1120,0.7565977251172709
tx_id_0,1130,0.4613951115355709
tx_id_0,1140,0.5723203395979759
tx_id_0,1150,0.4292137660979754
tx_id_0,1160,0.30358662660290003
